29
0.67,78,71
0.01,81,69
0,81,73
0,81,73
0.31,74,59
0.41,79,60
0.04,65,52
0,68,50
0,67,60
0,64,55
0,71,50
0,75,55
0,76,53
0,73,59
0.06,75,68
0.61,80,65
0,77,61
0,79,61
0.03,76,66
0,76,66
0,79,64
0,80,67
0.41,81,72
0.29,86,70
0.01,70,59
0,71,56
0,71,50
0,73,59
0,78,63
