31
0.01,84,74
0.07,84,71
1.05,79,65
0.04,71,61
0.3,72,60
0.13,74,65
0,76,62
0,80,63
0,84,64
0.37,83,68
0.05,72,59
0.19,66,58
0,71,60
0.07,72,62
1.48,75,65
0.03,78,62
0.15,79,60
0,66,56
0,64,53
0,72,52
0,75,54
0.99,72,63
0,67,54
0,61,46
0,73,50
0,79,67
0.8,82,67
1.84,74,67
0,68,54
0,73,52
0,77,59
